29,85,78,1002,7,14
30,85,81,1001,7,14
29,85,83,1002,7,14
29,85,81,1002,7,14
29,84,82,1002,7,14
29,84,79,1001,7,14
29,84,80,1002,7,14
30,84,79,1001,7,14
30,84,79,1002,7,14
29,84,81,1003,7,14
29,84,80,1003,7,14
29,85,83,1002,7,14
29,85,82,1002,7,14
30,85,84,1001,7,14
30,85,83,1002,7,14
29,85,84,1002,7,14
29,85,84,1003,7,14
29,85,82,1002,7,14
29,85,84,1003,7,14
29,85,80,1002,7,14
29,85,82,1003,7,14
30,85,79,1002,7,14
30,85,80,1002,7,14
29,85,80,1002,7,14
29,85,80,1002,7,14
29,85,82,1003,7,14
29,85,81,1002,7,14
29,85,84,1001,7,14
29,85,83,1002,7,14
29,85,85,1003,7,11
29,85,84,1002,7,14
29,84,84,1001,7,14
29,84,84,1003,7,14
29,84,82,1003,7,14
29,84,83,1003,7,14
29,84,80,1002,7,14
29,84,81,1002,7,14
29,84,80,1002,7,14
29,84,80,1002,7,14
29,84,81,1001,7,14
29,84,79,1003,7,14
29,84,82,1002,7,14
29,84,81,1002,7,14
29,84,84,1001,7,14
29,84,83,1003,7,14
29,84,84,1002,7,14
29,84,84,1002,7,14
29,84,83,1002,7,14
29,84,84,1002,7,14
29,84,82,1002,7,14
29,84,83,1002,7,14
29,84,80,1001,7,14
29,84,82,1003,7,14
29,84,79,1002,7,14
29,84,80,1002,7,14
29,84,79,1002,7,14
29,84,79,1004,7,14
29,85,81,1002,7,14
29,85,80,1003,7,14
29,85,82,1002,7,14
29,85,81,1003,7,14
29,85,84,1001,7,14
29,85,83,1001,7,14
29,85,84,1001,7,14
29,85,84,1003,7,14
29,85,82,1002,7,14
29,85,83,1002,7,14
29,85,81,1002,7,14
29,85,83,1003,7,14
29,85,80,1001,7,14
29,85,81,1002,7,14
30,85,80,1001,7,14
30,85,80,1003,7,14
29,85,81,1002,7,14
29,85,80,1003,7,14
29,85,83,1001,7,14
29,85,82,1002,7,14
29,85,84,1002,7,14
29,85,84,1002,7,14
29,85,83,1001,7,14
29,85,84,1002,7,14
29,85,82,1001,7,14
29,85,83,1002,7,14
29,85,80,1002,7,14
29,85,82,1002,7,14
29,85,80,1002,7,14
29,85,80,1003,7,14
29,85,79,1000,7,7
29,85,80,1003,7,14
29,85,80,1001,7,14
29,85,80,1003,7,14
29,85,81,1003,7,14
29,85,80,1002,7,14
29,85,82,1002,7,14
29,85,81,1004,7,10
29,85,82,1003,7,14
29,85,80,1004,7,10
29,85,83,1002,7,14
29,85,81,1003,7,14
29,85,83,1002,7,14
29,85,81,1002,7,14
29,85,83,1001,7,14
29,85,81,1002,7,14
29,85,83,1001,7,14
29,85,81,1002,7,14
29,85,83,1001,7,14
29,85,82,1003,7,14
29,85,83,1001,7,14
29,85,82,1002,7,14
29,85,84,1002,7,14
29,85,82,1003,7,14
29,85,84,1001,7,14
29,85,83,1003,7,14
29,85,84,1002,7,14
29,85,83,1003,7,14
29,85,85,1001,7,14
29,85,84,1002,7,14
29,85,85,1002,7,14
29,85,84,1003,7,14
29,85,85,1003,7,11
29,85,85,1003,7,11
29,86,85,1000,7,14
29,86,85,1003,7,11
29,86,85,1002,7,14
29,86,86,1003,7,11
29,85,85,1002,7,14
29,85,86,1002,7,14
29,85,85,1001,7,14
29,85,86,1002,7,14
29,85,84,1002,7,14
29,85,86,1003,7,11
29,85,84,1003,7,14
29,85,85,1002,7,14
29,84,83,1002,7,14
29,84,85,1002,7,14
29,84,83,1001,7,14
29,84,85,1002,7,14
29,84,83,1002,7,14
29,84,85,1003,7,14
29,84,83,1001,7,14
29,84,85,1002,7,14
29,84,83,1001,7,14
29,84,85,1002,7,14
29,84,83,1001,7,14
29,84,85,1003,7,14
29,84,83,1003,7,14
29,84,85,1003,7,14
29,84,83,1002,7,14
29,84,85,1002,7,14
30,84,83,1000,7,14
30,84,85,1003,7,14
29,84,83,1001,7,14
29,84,85,1002,7,14
29,84,83,1002,7,14
29,84,85,1002,7,14
30,84,83,1002,7,14
30,84,85,1003,7,14
29,84,83,1002,7,14
29,84,85,1002,7,14
29,84,83,1001,7,14
29,84,85,1003,7,14
30,84,83,1002,7,14
30,84,84,1003,7,14
29,84,82,1003,7,14
29,84,84,1003,7,14
29,84,82,1003,7,14
29,84,84,1001,7,14
29,84,82,1001,7,14
29,84,84,1002,7,14
30,84,82,1002,7,14
30,84,84,1002,7,14
29,84,82,1002,7,14
29,84,84,1002,7,14
29,84,83,1001,7,14
29,84,84,1002,7,14
30,84,83,1002,7,14
30,84,85,1002,7,14
30,84,83,1001,7,14
30,84,84,1001,7,14
30,84,83,1002,7,14
30,84,84,1002,7,14
30,84,83,1002,7,14
30,84,85,1002,7,14
30,84,83,1002,7,14
30,84,84,1002,7,14
30,84,83,1002,7,14
30,84,85,1003,7,14
30,84,83,1002,7,14
